"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Environmental metric keys default to X when absent","tests","2026-05-08","passed","2026-05-08","TestParseVector","test_cvss","",""
"With empty GEMINI_API_KEY, agent should fall back rather than crash.","1","test_intelligence_agent_init_without_api_key","tests","2026-05-08","passed","2026-05-08","","test_agents","",""
"","1","Unknown severity falls back to low-severity vector","tests","2026-05-08","passed","2026-05-08","TestSeverityToDefaultVector","test_cvss","",""
"","27","Filter by status=open returns only open findings","tests","2026-05-08","passed","2026-05-08","","test_findings_api","",""
"","232","Analyst role can generate a report","tests","2026-05-08","passed","2026-05-08","","test_reports_api","",""
"","4","Found orphan scans returns the correct count","tests","2026-05-08","passed","2026-05-08","","test_scan_reaper","",""
"","1667","Same plaintext produces different hashes (bcrypt salt)","tests","2026-05-08","passed","2026-05-08","","test_auth","",""
"","4","List targets requires authentication","tests","2026-05-08","passed","2026-05-08","","test_targets_api","",""
"","1","test_parse_results_extracts_ports_and_services","tests","2026-05-08","passed","2026-05-08","","test_nmap_wrapper","",""
"","15","Authenticated admin gets an empty targets list","tests","2026-05-08","passed","2026-05-08","","test_endpoints","",""
"","1","SQL injection variants are recognised and tagged","tests","2026-05-08","passed","2026-05-08","TestKnownVulnerabilityTypes","test_framework_tagger","",""
"","0","In-scope URL passes silently","tests","2026-05-08","passed","2026-05-08","TestAssertInScope","test_scope_guard","",""
"","0","Maximum score vector produces 10.0","tests","2026-05-08","passed","2026-05-08","TestBaseScore","test_cvss","",""
"","1","Fingerprint is a 64-character lowercase hex string","tests","2026-05-08","passed","2026-05-08","TestFingerprint","test_finding_dedup","",""
"","1","environmental_score accepts a pre-parsed dict","tests","2026-05-08","passed","2026-05-08","TestEnvironmentalScore","test_cvss","",""
"","7","Bulk update requires authentication","tests","2026-05-08","passed","2026-05-08","","test_vulnerabilities_api","",""
"Trigger a scan and ensure it returns a valid ID","0","test_trigger_scan","tests","2026-05-08","skipped","2026-05-08","","test_e2e_scans","",""
"","14","Filter by scan_id returns only that scan's vulnerabilities","tests","2026-05-08","passed","2026-05-08","","test_vulnerabilities_api","",""
"","1","No signing key configured returns empty string","tests","2026-05-08","passed","2026-05-08","TestSignPdf","test_report_signer","",""
"","11","Unauthenticated request to findings list is rejected","tests","2026-05-08","passed","2026-05-08","","test_findings_api","",""
"","0","Band thresholds map scores to correct severity labels","tests","2026-05-08","passed","2026-05-08","TestBand","test_scoring_explainer","",""
"","1","SSRF type is recognised and tagged","tests","2026-05-08","passed","2026-05-08","TestKnownVulnerabilityTypes","test_framework_tagger","",""
"","0","INFO findings have no due date (returns None)","tests","2026-05-08","passed","2026-05-08","TestDueDateFor","test_sla","",""
"","2","Finding with no due_date is not actioned","tests","2026-05-08","passed","2026-05-08","TestCheckAndActionBreaches","test_sla","",""
"","25","Legacy GET with unknown scan_id returns 404","tests","2026-05-08","passed","2026-05-08","","test_reports_api","",""
"","1","XSS variants are recognised and tagged","tests","2026-05-08","passed","2026-05-08","TestKnownVulnerabilityTypes","test_framework_tagger","",""
"","1","Subdomain of allowed host is in scope","tests","2026-05-08","passed","2026-05-08","TestIsInScope","test_scope_guard","",""
"","0","explain() band thresholds match expected labels","tests","2026-05-08","passed","2026-05-08","","test_risk_engine","",""
"","1","Mixed hostname and CIDR allowlist works correctly","tests","2026-05-08","passed","2026-05-08","TestCIDRScope","test_scope_guard","",""
"","0","Full CVSS:3.1 prefix is stripped during parsing","tests","2026-05-08","passed","2026-05-08","TestParseVector","test_cvss","",""
"","1","URL without scheme returns a bool without raising","tests","2026-05-08","passed","2026-05-08","TestScopeGuardEdgeCases","test_scope_guard","",""
"","0","All factors combined produce a valid narrative","tests","2026-05-08","passed","2026-05-08","TestExplain","test_scoring_explainer","",""
"","35","Viewer role can access stable dashboard routes","tests","2026-05-08","passed","2026-05-08","","test_dashboard_api","",""
"","0","High attack complexity lowers score compared to low complexity","tests","2026-05-08","passed","2026-05-08","TestBaseScore","test_cvss","",""
"","0","Empty stored signature returns False","tests","2026-05-08","passed","2026-05-08","TestVerifySignature","test_report_signer","",""
"","17","Analyst role can access stable dashboard routes","tests","2026-05-08","passed","2026-05-08","","test_dashboard_api","",""
"","22","Admin can change another user's role","tests","2026-05-08","passed","2026-05-08","","test_rbac","",""
"","0","Unknown vuln_type returns empty dict","tests","2026-05-08","passed","2026-05-08","TestUnknownInputs","test_framework_tagger","",""
"","22","Dashboard summary is accessible after a scan is created","tests","2026-05-08","passed","2026-05-08","","test_dashboard_api","",""
"","2","/32 CIDR matches exactly one IP","tests","2026-05-08","passed","2026-05-08","TestCIDRScope","test_scope_guard","",""
"","0","Score is rounded to one decimal place","tests","2026-05-08","passed","2026-05-08","TestBaseScore","test_cvss","",""
"","21","Duplicate base URL is rejected with 400","tests","2026-05-08","passed","2026-05-08","","test_targets_api","",""
"","0","High-severity vector produces 9.8","tests","2026-05-08","passed","2026-05-08","TestBaseScore","test_cvss","",""
"","7","verify report requires authentication","tests","2026-05-08","passed","2026-05-08","","test_reports_api","",""
"","15","Viewer cannot create a new user (403)","tests","2026-05-08","passed","2026-05-08","","test_rbac","",""
"","26","Analyst role can access stable dashboard routes","tests","2026-05-08","passed","2026-05-08","","test_dashboard_api","",""
"","1","Both query string and fragment are stripped","tests","2026-05-08","passed","2026-05-08","TestNormaliseUrl","test_finding_dedup","",""
"","8","Protected routes reject unauthenticated requests with 401 or 403","tests","2026-05-08","passed","2026-05-08","","test_endpoints","",""
"","4","test_broadcast_event_seq_is_monotonic","tests","2026-05-08","passed","2026-05-08","","test_websocket","",""
"","15","Multiple distinct vulnerabilities each create a separate finding","tests","2026-05-08","passed","2026-05-08","TestDeduplicateScan","test_finding_dedup","",""
"","19","Valid hash chain returns valid=True with correct chain_length","tests","2026-05-08","passed","2026-05-08","","test_audit_api","",""
"","15","Filter by environment type returns a list","tests","2026-05-08","passed","2026-05-08","","test_vulnerabilities_api","",""
"","1","Narrative contains the numeric score","tests","2026-05-08","passed","2026-05-08","TestExplain","test_scoring_explainer","",""
"","5","None rowcount is treated as zero","tests","2026-05-08","passed","2026-05-08","","test_scan_reaper","",""
"","7","Running breach check twice does not create duplicate action items","tests","2026-05-08","passed","2026-05-08","TestCheckAndActionBreaches","test_sla","",""
"","1","Moderate CVSS score (<9.0) is not highlighted","tests","2026-05-08","passed","2026-05-08","TestExplain","test_scoring_explainer","",""
"","18","KPI snapshot endpoint returns a dict object","tests","2026-05-08","passed","2026-05-08","","test_dashboard_api","",""
"","0","Unknown category returns empty dict","tests","2026-05-08","passed","2026-05-08","TestCategoryOverride","test_framework_tagger","",""
"","822","Correct password verifies successfully","tests","2026-05-08","passed","2026-05-08","TestPasswordHashing","test_security_core","",""
"","0","Empty guard rejects all URLs","tests","2026-05-08","passed","2026-05-08","TestScopeGuardConstruction","test_scope_guard","",""
"","10","Unknown scan_id returns 404","tests","2026-05-08","passed","2026-05-08","","test_audit_api","",""
"","1","Different subjects produce different tokens","tests","2026-05-08","passed","2026-05-08","TestJWT","test_security_core","",""
"","412","Hash is not stored as plaintext","tests","2026-05-08","passed","2026-05-08","TestPasswordHashing","test_security_core","",""
"","52","offset parameter skips the correct number of items","tests","2026-05-08","passed","2026-05-08","","test_findings_api","",""
"","1","Alias resolves to the same tags as its canonical form","tests","2026-05-08","passed","2026-05-08","TestAliasNormalisation","test_framework_tagger","",""
"","11","Analyst role can access stable dashboard routes","tests","2026-05-08","passed","2026-05-08","","test_dashboard_api","",""
"","1","test_wazuh_integration_imports","tests","2026-05-08","passed","2026-05-08","","test_siem_integration","",""
"","0","Empty bytes input still produces valid signature","tests","2026-05-08","passed","2026-05-08","TestSignPdf","test_report_signer","",""
"","0","Internal exposure lowers score compared to external","tests","2026-05-08","passed","2026-05-08","TestEnvironmentalScore","test_cvss","",""
"","15","Admin can bulk update remediation text","tests","2026-05-08","passed","2026-05-08","","test_vulnerabilities_api","",""
"","2","Base URL with port correctly derives the host","tests","2026-05-08","passed","2026-05-08","TestScopeGuardEdgeCases","test_scope_guard","",""
"","0","LOW findings are due in 180 days","tests","2026-05-08","passed","2026-05-08","TestDueDateFor","test_sla","",""
"","6","Create target requires authentication","tests","2026-05-08","passed","2026-05-08","","test_targets_api","",""
"","0","MEDIUM findings are due in 90 days","tests","2026-05-08","passed","2026-05-08","TestDueDateFor","test_sla","",""
"","0","Alias resolves to the same tags as its canonical form","tests","2026-05-08","passed","2026-05-08","TestAliasNormalisation","test_framework_tagger","",""
"","0","SQL injection variants are recognised and tagged","tests","2026-05-08","passed","2026-05-08","TestKnownVulnerabilityTypes","test_framework_tagger","",""
"","3","FIXED findings are not actioned even if overdue","tests","2026-05-08","passed","2026-05-08","TestCheckAndActionBreaches","test_sla","",""
"","1","Missing base metrics are filled with defaults","tests","2026-05-08","passed","2026-05-08","TestParseVector","test_cvss","",""
"","0","sign_pdf returns a 64-char hex string","tests","2026-05-08","passed","2026-05-08","TestSignPdf","test_report_signer","",""
"","23","Summary accepts scan_id query parameter","tests","2026-05-08","passed","2026-05-08","","test_dashboard_api","",""
"","11","Admin role can access stable dashboard routes","tests","2026-05-08","passed","2026-05-08","","test_dashboard_api","",""
"","3","High severity count is mentioned in narrative","tests","2026-05-08","passed","2026-05-08","TestExplain","test_scoring_explainer","",""
"","9","Ghost IDs are returned in not_found list","tests","2026-05-08","passed","2026-05-08","","test_vulnerabilities_api","",""
"","0","Tampered JWT token is rejected","tests","2026-05-08","passed","2026-05-08","","test_auth","",""
"","7","Analyst cannot create a target (403)","tests","2026-05-08","passed","2026-05-08","","test_targets_api","",""
"","8","download PDF requires authentication","tests","2026-05-08","passed","2026-05-08","","test_reports_api","",""
"","1135","Hash and verify password round-trip","tests","2026-05-08","passed","2026-05-08","","test_auth","",""
"","1","Exact hostname match is in scope","tests","2026-05-08","passed","2026-05-08","TestIsInScope","test_scope_guard","",""
"","380","Generate report returns metadata with report_id, findings_hash, and scan_id","tests","2026-05-08","passed","2026-05-08","","test_reports_api","",""
"","1","Alias resolves to the same tags as its canonical form","tests","2026-05-08","passed","2026-05-08","TestAliasNormalisation","test_framework_tagger","",""
"","0","Empty strings return empty dict","tests","2026-05-08","passed","2026-05-08","TestUnknownInputs","test_framework_tagger","",""
"","17","Invalid status value returns 422 Unprocessable Entity","tests","2026-05-08","passed","2026-05-08","","test_findings_api","",""
"The main scan entry-point must be a registered Celery task.","20","test_run_ai_scan_is_registered","tests","2026-05-08","passed","2026-05-08","","test_scan_tasks","",""
"","0","Changed scope increases or maintains score vs unchanged scope","tests","2026-05-08","passed","2026-05-08","TestBaseScore","test_cvss","",""
"","1","LFI type is recognised and tagged","tests","2026-05-08","passed","2026-05-08","TestKnownVulnerabilityTypes","test_framework_tagger","",""
"","0","XSS variants are recognised and tagged","tests","2026-05-08","passed","2026-05-08","TestKnownVulnerabilityTypes","test_framework_tagger","",""
"","0","base_score accepts a string vector as input","tests","2026-05-08","passed","2026-05-08","TestBaseScore","test_cvss","",""
"","4","No orphan scans found returns zero","tests","2026-05-08","passed","2026-05-08","","test_scan_reaper","",""
"","16","Analyst can bulk update vulnerability status","tests","2026-05-08","passed","2026-05-08","","test_vulnerabilities_api","",""
"","1","Band thresholds map scores to correct severity labels","tests","2026-05-08","passed","2026-05-08","TestBand","test_scoring_explainer","",""
"Verify telnet and SMB carry the expected deduction weights.","2","test_high_risk_port_weights","tests","2026-05-08","passed","2026-05-08","","test_risk_engine_manual","",""
"","8","Delete non-existent target returns 404","tests","2026-05-08","passed","2026-05-08","","test_targets_api","",""
"","17","Viewer role can access stable dashboard routes","tests","2026-05-08","passed","2026-05-08","","test_dashboard_api","",""
"","0","Environmental score stays within 0.0–10.0 range","tests","2026-05-08","passed","2026-05-08","TestEnvironmentalScore","test_cvss","",""
"","0","Critical asset value raises score compared to medium","tests","2026-05-08","passed","2026-05-08","TestEnvironmentalScore","test_cvss","",""
"","22","KPI snapshot accepts scan_id query parameter","tests","2026-05-08","passed","2026-05-08","","test_dashboard_api","",""
"Query string + fragment must not affect the fingerprint.","0","test_finding_dedup_normalises_url","tests","2026-05-08","passed","2026-05-08","","test_agents","",""
"","1","Different host is blocked","tests","2026-05-08","passed","2026-05-08","TestIsInScope","test_scope_guard","",""
"","0","template_id takes precedence over description for fingerprinting","tests","2026-05-08","passed","2026-05-08","TestFingerprint","test_finding_dedup","",""
"","2","test_validation_probe_imports","tests","2026-05-08","passed","2026-05-08","","test_agents","",""
"","1","Low asset criticality is not mentioned in narrative","tests","2026-05-08","passed","2026-05-08","TestExplain","test_scoring_explainer","",""
"","0","Garbage ciphertext returns None instead of raising","tests","2026-05-08","passed","2026-05-08","TestCryptoWithKey","test_crypto","",""
"","1","RCE type is recognised and tagged","tests","2026-05-08","passed","2026-05-08","TestKnownVulnerabilityTypes","test_framework_tagger","",""
"","1","ScopeViolation message includes the blocked URL","tests","2026-05-08","passed","2026-05-08","TestAssertInScope","test_scope_guard","",""
"","0","Band thresholds map scores to correct severity labels","tests","2026-05-08","passed","2026-05-08","TestBand","test_scoring_explainer","",""
"","1","Band thresholds map scores to correct severity labels","tests","2026-05-08","passed","2026-05-08","TestBand","test_scoring_explainer","",""
"","18","Protected routes reject unauthenticated requests with 401 or 403","tests","2026-05-08","passed","2026-05-08","","test_endpoints","",""
"","1","Different vuln types produce different fingerprints","tests","2026-05-08","passed","2026-05-08","TestFingerprint","test_finding_dedup","",""
